title,release_year,imdb_link,plot_des,runtime,budget,opening_weekend_gross,box_office_gross,studio,mpaa_rating,award,critic_score,audience_score,theater_release_date,dvd_release_date,streaming_release_date,genre,casts,directors,rotten_link,count_award
BAD EDUCATION,2019,https://www.imdb.com/title/tt8206668/,"The beloved superintendent of New York's Roslyn school district and his staff, friends and relatives become the prime suspects in the unfolding of the single largest public school embezzlement scandal in American history.",108,,,,,TV-MA,0,94,84,,,"Apr 26, 2020","['comedy', 'drama']","['Fred Berger', 'Brian Kavanaugh-Jones', 'Stephanie Kurtzuba', 'Allison Janney', 'Lyle Vincent', 'Julia Lebedev', 'Annaleigh Ashford', 'Oren Moverman', 'Ray Romano', 'Geraldine Viswanathan', 'Kathrine Narducci', 'Alex Wolff', 'Mike Makowsky', 'Hugh Jackman', 'Louise Ford', 'Eddie Vaisman', 'Cory Finley']",['Cory Finley'],https://www.rottentomatoes.com/m/bad_education_2019,0
BAD SANTA 2,2016,https://www.imdb.com/title/tt1798603/,"Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.",92,"$26,000,000","$6,176,680,","$24,079,268",Broad Green Pictures,R,0,24,33,"Nov 23, 2016",,"Feb 21, 2017","['comedy', 'other']","['Andrew Gunn', 'Ryan Hansen', 'Shauna Cross', 'Jenny Zigrino', 'Zanne Devine', 'Brett Kelly', 'Daniel Hammond', 'Jeff Skowron', 'Johnny Rosenthal', 'Gabriel Hammond', 'Billy Bob Thornton', 'Tony Cox', 'Geyer Kosinski', 'Mark Waters', 'Kathy Bates', 'Christina Hendricks', 'Cristina Rosato', 'David Thwaites', 'Mike Starr']",['Mark Waters'],https://www.rottentomatoes.com/m/bad_santa_2,0
BIG SUR,2013,https://www.imdb.com/title/tt1462411/,"A recounting of Jack Kerouac's three sojourns to the cabin in Big Sur owned by his friend, poet Lawrence Ferlinghetti.",81,,,,,R,0,44,37,"Nov 1, 2013",,"Jan 25, 2017",['drama'],"['Kate Bosworth', 'Nora Kirkpatrick', 'Radha Mitchell', 'Patrick Fischler', 'Orian Williams', 'Anthony Edwards', 'Michael Polish', 'Balthazar Getty', 'Josh Lucas', 'Adam Kassen', 'Donal Logue', 'Mark Roberts', 'Ross Jacobson', 'Stana Katic', 'Henry Thomas', 'John Robinson', 'Eddie Vaisman', ""Sean King O'Grady""]",['Michael Polish'],https://www.rottentomatoes.com/m/big_sur_2013,0
BROOKLYN,2015,https://www.imdb.com/title/tt2381111/,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",117,"$11,000,000","$187,281,","$62,076,141",Wildgaze Films,PG-13,0,97,87,"Nov 25, 2015",,"Feb 23, 2016","['history', 'drama', 'romance']","['Amanda Posey', 'Nick Hornby', 'Alan Moloney', 'Christine Langan', 'Eve Macklin', 'Fiona Glascott', 'Thorsten Schumacher', 'Saoirse Ronan', 'Jane Brennan', 'Jessica Paré', 'Domhnall Gleeson', 'Emory Cohen', 'Julie Walters', 'Beth Pattinson', 'John Crowley', 'Jim Broadbent', 'Zygi Kamasa', 'Hussain Amarshi', 'Finola Dwyer', 'Bríd Brennan']",['John Crowley'],https://www.rottentomatoes.com/m/brooklyn,0
BUDDYMOON,2016,https://www.imdb.com/title/tt5243424/,"When a former child actor is dumped by his fiancé days before the wedding, his excitable German best man takes him on the honeymoon instead: a backcountry trek in the remote mountains of Oregon.",80,,,,,Not Rated,0,75,57,"Jul 1, 2016",,"Apr 5, 2017",['comedy'],"['Jeanne Syquia', 'Gabriel Feenberg', 'Flula Borg', 'Peter Alton', 'David Giuntoli', 'Claire Coffee', 'Brian T. Finney', 'Alex Simmons', 'Jennifer Wood', 'Hutch Harris']",['Alex Simmons'],https://www.rottentomatoes.com/m/buddymoon,0
CHAPPIE,2015,https://www.imdb.com/title/tt1823672/,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",120,"$49,000,000","$13,346,782,","$102,811,889",Columbia Pictures,R,0,32,56,"Mar 6, 2015",,"Nov 30, 2016","['action', 'scifi', 'mysteryandthriller']","['Johnny K. Selema', 'Neill Blomkamp', 'Ninja', 'Simon Kinberg', 'Mark Goldblatt', 'Anderson Cooper', 'Ben Waisbren', 'Dev Patel', 'Brandon Auret', 'Trent Opaloch', 'Hugh Jackman', 'Hans Zimmer', 'Julian Clarke', 'Yo-Landi Visser', 'Terri Tatchell', 'Sharlto Copley', 'Sigourney Weaver', 'Jose Pablo Cantillo']",['Neill Blomkamp'],https://www.rottentomatoes.com/m/chappie,0
COUNTDOWN,2019,https://www.imdb.com/title/tt10039344/,"When a nurse downloads an app that claims to predict the moment a person will die, it tells her she only has three days to live. With the clock ticking and a figure haunting her, she must find a way to save her life before time runs out.",90,"$6,500,000","$8,865,082,","$48,021,766",STX Films,PG-13,0,26,72,"Oct 25, 2019",,"Oct 26, 2019","['horror', 'mysteryandthriller', 'comedy']","['John Rickard', 'Talitha Bateman', 'Sean Anders', 'Jordan Calloway', 'Tom Segura', 'John Morris', 'Robert Simonds', 'Adam Fogelson', 'Dillon Lane', 'Matt Letscher', 'Gregory Plotkin', 'Tyler Zacharia', 'Zack Schiller', 'Elizabeth Lail', 'Valente Rodriguez', 'Tichina Arnold', 'Peter Facinelli', 'P.J. Byrne', 'Justin Dec']",['Justin Dec'],https://www.rottentomatoes.com/m/countdown_2019,0
DALIDA,2016,https://www.imdb.com/title/tt5039860/,The story of the Egyptian-Italian singer Dalia and her story against life and how she dealt with her problems while she was the most consecrated artist in the history of France.,127,"EUR15,000,000","$3,170,","$5,623,134",Bethsabée Mucho,PG,0,33,86,"Sep 1, 2017",,"Dec 6, 2017","['music', 'history', 'drama', 'biography']","['Nicolas Duvauchelle', 'Gigi Akoka', 'Jean-Paul Rouve', 'Brenno Placido', 'Michaël Cohen', 'Lisa Azuelos', 'Alessandro Borghi', 'Niels Schneider', 'Sveva Alviti', 'Jean-Claude Petit', 'Antoine Sanier', 'F. Haydee Borelli', 'Riccardo Scamarcio', 'Julien Madon', 'Baptiste Druot', 'Emile Ghigo', 'Valentina Carli', 'Jérôme Seydoux']",['Lisa Azuelos'],https://www.rottentomatoes.com/m/dalida_2017,0
DARK RIVER,2017,https://www.imdb.com/title/tt5700176/,"Following the death of her father, Alice (Ruth Wilson) returns to her home village for the first time in 15 years, to claim the tenancy to the family farm she believes is rightfully hers.",90,,"$4,246,","$239,182",BFI Film Fund,Not Rated,0,80,62,"Jun 29, 2018",,"Aug 16, 2018","['drama', 'mysteryandthriller']","[""Tracy O'Riordan"", 'Una McNulty', 'Aiden McCullough', 'Adriano Goldman', 'Luke Dunkley', 'Lizzie Francke', 'Dean Andrews', 'Andy Harries', 'Steve Garti', 'Ruth Wilson', 'Clio Barnard', 'Esme Creed-Miles', 'Sean Bean', 'Jonah Russell', 'Nick Fenton', 'Shane Attwooll', 'Rose Garnett', 'Meroë Candy', 'Mark Stanley']",['Clio Barnard'],https://www.rottentomatoes.com/m/dark_river_2018,0
DAWN PATROL,2014,https://www.imdb.com/title/tt2073661/,A surfer-turned-Marine held at gunpoint in a distant desert tells his tragic story of revenge gone wrong to stall his execution.,88,"$3,500,000",,,Enderby Entertainment,Not Rated,0,0,11,"Jun 5, 2015",,"May 22, 2016",['drama'],"['Chris Brochu', 'Sean E. DeMott', 'Scott Eastwood', 'Rachel Long', 'Arthur Dessein', 'Rita Wilson', 'Dendrie Taylor', 'Rick Dugdale', 'Jeff Fahey', 'Julie Carmen', 'Brandon Barrera', 'Kim Matula', 'Matt DiNicola', 'Brian Pittman', 'Daniel Petrie Jr.', 'David James Elliott']",['Daniel Petrie Jr.'],https://www.rottentomatoes.com/m/dawn_patrol_2015,0
EASY A,2010,https://www.imdb.com/title/tt1282140/,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,92,"$8,000,000","$17,734,040,","$75,026,327",Screen Gems,PG-13,0,85,77,"Sep 17, 2010",,"Apr 16, 2012",['comedy'],"['Cam Gigandet', 'Susan Littenberg', 'Malcolm McDowell', 'Thomas Haden Church', 'Zanne Devine', 'Aly Michalka', 'Bert V. Royal', 'Mynka Draper', 'Dan Byrd', 'Marcia Hinds', 'Lisa Miller Katz', 'Patricia Clarkson', 'Penn Badgley', 'Michael Grady', 'Emma Stone', 'Amanda Bynes', 'Lisa Kudrow', 'Will Gluck', 'Bo Johnson']",['Will Gluck'],https://www.rottentomatoes.com/m/easy-a,0
GALAXY OF TERROR,1981,https://www.imdb.com/title/tt0082431/,"Science fiction suspense thriller, in which a rescue space ship crew meets up with horrors projected by their own imaginations.",81,"$700,000",,,New World Pictures,R,0,31,29,,,"May 3, 2018",['scifi'],"['Edward Albert', 'Robert Englund', 'Grace Zabriskie', ""Taaffe O'Connell"", 'Marc Siegler', 'B.D. Clark', 'Zalman King', 'Ray Walston', 'Bernard Behrens', 'Sid Haig', 'Erin Moran']",['B.D. Clark'],https://www.rottentomatoes.com/m/1008055-galaxy_of_terror,0
PRINCE AVALANCHE,2013,https://www.imdb.com/title/tt2195548/,Two highway road workers spend the summer of 1988 away from their city lives. The isolated landscape becomes a place of misadventure as the men find themselves at odds with each other and the women they left behind.,94,"$725,000","$36,694,","$442,313",Muskat Filmed Properties,R,0,82,53,"Aug 9, 2013",,"Aug 10, 2016","['comedy', 'drama']","['Derrick Tseng', 'Enoch Moon', 'Gina Grande', 'Savanna Porter', 'Joyce Payne', 'Lisa Muskat', 'James Belfer', 'Todd Labarowski', 'Emile Hirsch', 'Paul Rudd', 'Lance LeGault', 'Larry Kretschmar', 'Davíd Óskar Ólafsson', 'David Gordon Green', 'Leo Joseph', 'Craig Zobel']",['David Gordon Green'],https://www.rottentomatoes.com/m/prince_avalanche_2013,0
RED SHOES AND THE SEVEN DWARFS,2019,https://www.imdb.com/title/tt4429160/,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy. A parody with a twist.",92,,,"$9,968,449",Locus,PG,0,40,84,,,"Sep 14, 2020","['action', 'animation']","['Sung-ho Hong', 'Katie DiCicco', 'Jim Rash', 'Jessica Rojas Ambinder', 'Belli Ramirez', 'Myun Young Jung', 'Ava Kolker', 'Seth Redford', 'Sam Claflin', 'Gina Gershon', 'Chloë Grace Moretz', 'Patrick Warburton', 'Sujin Hwang', 'HyungSoon Kim', 'Geoff Zanelli', 'JiYoun Lee']",['Sung-ho Hong'],https://www.rottentomatoes.com/m/red_shoes_and_the_seven_dwarfs,0
RETURN,2011,https://www.imdb.com/title/tt1677082/,"A soldier returns to her family, friends, and old job after a tour of duty, though she finds herself struggling to find her place in her everyday life.",97,,"$6,717,","$16,886",2.1 Films,Not Rated,0,83,42,,,"Dec 12, 2015",['drama'],"['James Murtaugh', 'Rutanya Alda', 'Rosie Benton', 'Liza Johnson', 'John Slattery', 'Michael Shannon', 'Louisa Krause', 'Linda Cardellini', 'Paul Sparks', 'Talia Balsam', 'Emma Rayne Lyle']",['Liza Johnson'],https://www.rottentomatoes.com/m/return_2012,0
THAT SUGAR FILM,2014,https://www.imdb.com/title/tt3892434/,Damon Gameau embarks on an experiment to document the effects of a high sugar diet on a healthy body.,90,,"$3,500,","$1,226,399",Madman Production Company,Not Rated,0,68,74,"Jul 31, 2015",,"Aug 10, 2016",['documentary'],"['Richard Davies', 'Damon Gameau', 'Christina Evans', 'Nick Batzias', 'Brenton Thwaites', 'Hugh Jackman', 'Rory Williamson', 'Stephen Fry', 'Jessica Marais', 'Isabel Lucas']",['Damon Gameau'],https://www.rottentomatoes.com/m/that_sugar_film,0
THE LAST LAUGH,2019,https://www.imdb.com/title/tt7427356/,"When retired talent manager Al Hart is reunited with his first client, Buddy Green, a comic who quit show business 50 years ago, he convinces Buddy to escape their retirement community and hit the road for a cross-country comedy tour.",98,,,,,TV-MA,1,53,36,,,"Jan 11, 2019",['comedy'],"['Jay Weigel', 'Michael Palmerio', 'Todd Lewis', 'Ritchie Montgomery', 'Richard Dreyfuss', 'Andie MacDowell', 'Greg Pritikin', 'Nate Jones', 'Chevy Chase', 'Rob Paris', 'Kit Willesee', 'Kate Micucci', 'Charles Barber', 'Amy Brassette', 'Robert Menzies', 'Steve Gainer', 'Eyde Belasco']",['Greg Pritikin'],https://www.rottentomatoes.com/m/the_last_laugh_2019,1
THE WOMAN IN BLACK,2012,https://www.imdb.com/title/tt1596365/,A young solicitor travels to a remote village where he discovers that the vengeful ghost of a scorned woman is terrorizing the locals.,95,"$17,000,000","$20,874,072,","$128,955,898",CBS Films,PG-13,0,67,54,"Feb 3, 2012",,"Sep 3, 2013","['mysteryandthriller', 'horror']","['Tobin Armbrust', 'Roger Allam', 'Daniel Radcliffe', 'Marc Schipper', 'Richard Jackson', 'Ashley Foster', 'Misha Handley', 'Nigel Sinclair', 'Liz White', 'Sophie Stuckey', 'Ciarán Hinds', 'Jane Goldman', 'Janet McTeer', 'Mary Stockley', 'Susan Hill', 'James Watkins', 'Brian Oliver', 'Tim McMullan', 'Simon Oakes', 'Guy East']",['James Watkins'],https://www.rottentomatoes.com/m/the_woman_in_black_2011,0
THIS IS WHERE I LEAVE YOU,2014,https://www.imdb.com/title/tt1371150/,"After their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens.",103,,,,,R,0,44,59,"Sep 19, 2014",,"Dec 14, 2015","['comedy', 'drama']","['Jane Fonda', 'Jeff Levine', 'Mary McLaglen', 'Paula Weinstein', 'Tina Fey', 'James Packer', 'Corey Stoll', 'Dax Shepard', 'Terry Stacey', 'Jason Bateman', 'Rose Byrne', 'Shawn Levy', 'Timothy Olyphant', 'Jonathan Tropper', 'Steven Mnuchin', 'Connie Britton', 'Adam Driver', 'Kathryn Hahn']",['Shawn Levy'],https://www.rottentomatoes.com/m/this_is_where_i_leave_you,0
VOYEUR,2017,https://www.imdb.com/title/tt7588790/,"Journalism icon Gay Talese reports on Gerald Foos, the owner of a Colorado motel, who allegedly secretly watched his guests with the aid of specially designed ceiling vents, peering down from an ""observation platform"" he built in the motel's attic.",95,,,,Brooklyn Underground Films,TV-MA,0,79,61,,,"Dec 1, 2017",['documentary'],"['Myles Kane', 'Trisha Koury', 'Cris Morris', 'Gay Talese', 'Josh Koury', 'Doug Abel']","['Myles Kane', 'Josh Koury']",https://www.rottentomatoes.com/m/voyeur_2017,0
7 CHINESE BROTHERS,2015,https://www.imdb.com/title/tt3488184/,"Sharing a small apartment with his sleepy French bulldog, an unmotivated thirty-something slacker lands a job at a Quick Lube to be close to the shop's beautiful manager. Has he found a new purpose in life? Is there still hope?",76,,,"$28,180",8750 Films,Not Rated,0,78,44,"Aug 28, 2015",,"Oct 28, 2015",['comedy'],"['Bob Byington', 'Olympia Dukakis', 'Eleanore Pienta', 'John Gatins', 'Jonathan Togo', 'Jimmy Gonzales', 'Chris Baio', 'Nancy Schafer', 'Christos V. Konstantakopoulos', 'Stephen Root', 'Seana Flanagan', 'Jason Schwartzman', 'Molly Christie Benson', 'Jake Kuykendall', 'Adam Ginsberg', 'Tunde Adebimpe', 'Leah Marino']",['Bob Byington'],https://www.rottentomatoes.com/m/7_chinese_brothers,0
ADOPT A HIGHWAY,2019,https://www.imdb.com/title/tt8970448/,An ex-felon discovers a live baby left in a dumpster.,81,,,,Divide/Conquer,Not Rated,0,69,70,"Nov 1, 2019",,"Nov 1, 2019",['drama'],"['Chris Sullivan', 'Dohn Norwood', 'Diane Gaeta', 'Jason Blum', 'Greg Gilreath', 'Christopher Heyerdahl', 'Ryan Hawke', 'John H. Lang', 'Zac Locke', 'Betty Gabriel', 'Ethan Hawke', 'Logan Marshall-Green', 'Adam Hendricks', 'Anne-Marie Johnson', 'Milauna Jackson', 'Mo McRae', 'Couper Samuelson', 'Elaine Hendrix']",['Logan Marshall-Green'],https://www.rottentomatoes.com/m/adopt_a_highway,0
BIGFOOT THE LOST COAST TAPES,2012,https://www.imdb.com/title/tt1740725/,"After a ""Bigfoot Hunter"" claims to possess the body of a dead Sasquatch, a disgraced investigative journalist stakes his comeback -- and the lives of his documentary film crew -- on proving the find to be a hoax.",90,,,,,Not Rated,0,57,29,,,"Nov 30, 2016","['mysteryandthriller', 'horror']","['Frank Ashmore', 'Brittani Ebert', 'Richard J. Vialet', 'Chris Beal', 'Rich McDonald', 'Japheth Gordon', 'Corey Grant', 'Eddie Booze', ""Bryan O'Cain"", 'Brian Kelsey', 'Chevez Frazier', 'Noah Weisberg', 'Loren Lester', 'Drew Rausch', 'Ashley Wood']",['Corey Grant'],https://www.rottentomatoes.com/m/big_foot_the_lost_coast_tapes_2012,0
BLESS ME ULTIMA,2012,https://www.imdb.com/title/tt1390398/,"A drama set in New Mexico during WWII, centered on the relationship between a young man and an elderly medicine woman who helps him contend with the battle between good and evil that rages in his village.",106,,,,,PG-13,0,68,73,,,"Feb 1, 2015","['drama', 'war']","['Castulo Guerra', 'Miriam Colon', 'Mark Kilian', 'Benito Martinez', 'Joaquín Cosio', 'Mark Johnson', 'Carl Franklin', 'Miguel Gómez', 'Tom Williams', 'Christy Walton', 'Dolores Heredia', 'Jesse Beaton', 'Raul Castillo', 'Joseph A. Garcia', 'Luke Ganalon', 'Sarah DiLeo', 'Paula Huidobro', 'Reko Moreno', 'Kevin Reidy']",['Carl Franklin'],https://www.rottentomatoes.com/m/bless_me_ultima_2012,0
BUOYANCY,2019,https://www.imdb.com/title/tt5045746/,14-year-old Chakra is sold as a slave labourer to the captain of a Thai fishing vessel. The captain's rule on board is cruel and arbitrary.,93,,,"$50,281",Causeway Films,Not Rated,0,97,97,"Sep 11, 2020",,"Sep 11, 2020",['drama'],"['Samantha Jennings', 'Thanawut Kasro', 'Kunthea Sngoun', 'Rodd Rathjen', 'Jonathan Page', 'Phouern Mey Mey', 'Saichia Wongwirot', 'Kate Kennedy', 'Jeff Harrison', 'Kristina Ceyton', 'Rita Walsh', 'Michael Latham', 'Sarm Heng', 'Bryce Menzies', 'Yothin Udomsanti', 'Chheung Vakhim', 'Samphos Phon', 'Chan Visal', 'Ros Mony']",['Rodd Rathjen'],https://www.rottentomatoes.com/m/buoyancy,0
CEDAR RAPIDS,2011,https://www.imdb.com/title/tt1477837/,"Tim Lippe has no idea what he's in for when he's sent to Cedar Rapids, Iowa to represent his company at an annual insurance convention, where he soon finds himself under the ""guidance"" of three convention veterans.",87,,,,,R,0,86,59,"Feb 11, 2011",,"Nov 25, 2015",['comedy'],"['Isiah Whitlock Jr.', 'John C. Reilly', 'Alexander Payne', 'Chuy Chávez', 'Jim Burke', 'Anne Heche', ""Mike O'Malley"", 'Doug Meerdink', 'Ed Helms', 'Hope Hanafin', 'Phil Johnston', 'Rob Corddry', 'Miguel Arteta', 'Jim Taylor', 'Kurtwood Smith', 'Eric Kissack', 'Alia Shawkat', 'Thomas Lennon', 'Stephen Root']",['Miguel Arteta'],https://www.rottentomatoes.com/m/cedar_rapids_2010,0
DIARY OF A WIMPY KID THE LONG HAUL,2017,https://www.imdb.com/title/tt6003368/,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,91,,,,,PG,0,18,31,"May 19, 2017",,"Jul 10, 2017","['kidsandfamily', 'adventure', 'comedy']","['Anthony B. Richmond', 'Charlie Wright', 'Mira Silverman', 'Troy Takaki', 'Chris Coppola', 'David Bowers', 'Jeff Kinney', 'Timothy M. Bourne', 'Tom Everett Scott', 'Owen Asztalos', 'Wyatt Walters', 'Joshua Hoover', 'Alicia Silverstone', 'Dylan Walters', 'Jason Drucker', 'Nina Jacobson', 'Brad Simpson']",['David Bowers'],https://www.rottentomatoes.com/m/diary_of_a_wimpy_kid_the_long_haul,0
DRIVEWAYS,2019,https://www.imdb.com/title/tt9318280/,"A lonesome boy accompanies his mother on a trip to clean out his late aunt's house, and ends up forming an unexpected friendship with the retiree who lives next door.",83,,,,CinemaWerks,,0,100,85,,,"May 8, 2020",['drama'],"['Jeter Rivera', 'Jerry Adler', 'Paul Thureen', 'Bill Buell', 'Laurent Rejto', 'Jennifer Delora', 'Hannah Bos', 'Sophia Distefano', 'Avy Eschenasy', 'Lucas Jaye', 'Stan Carp', 'Stephen Mao', 'Lee Broda', 'Brian Dennehy', 'Hong Chau', 'Gabriel Napora', 'Andrew Ahn', 'Jenny Halper', 'Aaron Ramzi', 'Meriam Alrashid']",['Andrew Ahn'],https://www.rottentomatoes.com/m/driveways,0
IN DARKNESS,2018,https://www.imdb.com/title/tt5164184/,A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,110,,,,42,Not Rated,0,47,35,"May 25, 2018",,"May 25, 2018",['mysteryandthriller'],"['Ed Skrein', 'Adam Morane-Griffiths', 'Joshua Horsfield', 'Natalie Dormer', 'Joely Richardson', 'Rory Aitken', 'Amber Anderson', 'Ben Pugh', 'Josh Varney', 'Anthony Byrne', 'Neil Maskell', 'Jan Bijvoet', 'Emily Ratajkowski', 'Si Bell', 'James Cosmo']",['Anthony Byrne'],https://www.rottentomatoes.com/m/in_darkness_2018,0
